15, 15.000000, 1733345862
21, 17.000000, 1733345862
37, 18.000000, 1733345862
49, 19.000000, 1733345862
112, 20.000000, 1733345862
129, 23.000000, 1733345862
132, 24.000000, 1733345862
142, 25.000000, 1733345862
15, 15.008186, 1733345892
21, 16.925659, 1733345892
37, 17.871573, 1733345892
49, 19.065092, 1733345892
112, 20.066063, 1733345892
129, 22.948065, 1733345892
132, 23.820263, 1733345892
142, 24.950378, 1733345892
15, 15.151590, 1733345922
21, 16.726619, 1733345922
37, 17.626598, 1733345922
49, 19.092771, 1733345922
112, 19.999051, 1733345922
129, 22.747474, 1733345922
132, 23.975471, 1733345922
142, 25.160534, 1733345922
15, 14.938214, 1733345952
21, 16.574804, 1733345952
37, 17.869734, 1733345952
49, 19.084822, 1733345952
112, 19.837626, 1733345952
129, 22.527292, 1733345952
132, 23.745552, 1733345952
142, 25.098216, 1733345952
15, 15.181713, 1733345982
21, 16.469579, 1733345982
37, 17.831780, 1733345982
49, 19.200541, 1733345982
112, 20.028021, 1733345982
129, 22.375881, 1733345982
132, 23.527577, 1733345982
142, 25.296016, 1733345982
15, 15.102121, 1733346012
21, 16.400575, 1733346012
37, 17.751244, 1733346012
49, 19.280543, 1733346012
112, 20.137196, 1733346012
129, 22.297579, 1733346012
132, 23.578638, 1733346012
142, 25.524549, 1733346012
15, 15.051883, 1733346042
21, 16.307518, 1733346042
37, 17.898222, 1733346042
49, 19.211872, 1733346042
112, 20.292116, 1733346042
129, 22.327060, 1733346042
132, 23.570633, 1733346042
142, 25.534027, 1733346042
15, 14.918351, 1733346072
21, 16.390371, 1733346072
37, 18.095587, 1733346072
49, 19.218039, 1733346072
112, 20.425272, 1733346072
129, 22.195887, 1733346072
132, 23.513827, 1733346072
142, 25.730268, 1733346072
15, 14.796824, 1733346102
21, 16.306385, 1733346102
37, 17.982222, 1733346102
49, 19.129833, 1733346102
112, 20.522992, 1733346102
129, 22.314065, 1733346102
132, 23.336863, 1733346102
142, 25.674420, 1733346102
15, 14.581423, 1733346132
21, 16.141658, 1733346132
37, 17.979396, 1733346132
49, 19.020836, 1733346132
112, 20.738813, 1733346132
129, 22.323195, 1733346132
132, 23.569918, 1733346132
142, 25.745133, 1733346132
15, 14.387584, 1733346162
21, 15.904010, 1733346162
37, 17.792580, 1733346162
49, 19.041352, 1733346162
112, 20.902352, 1733346162
129, 22.487734, 1733346162
132, 23.743040, 1733346162
142, 25.693291, 1733346162
15, 14.403088, 1733346192
21, 15.792240, 1733346192
37, 17.635050, 1733346192
49, 19.121351, 1733346192
112, 21.077838, 1733346192
129, 22.607509, 1733346192
132, 23.861538, 1733346192
142, 25.668318, 1733346192
15, 14.567168, 1733346222
21, 15.794528, 1733346222
37, 17.524769, 1733346222
49, 19.202795, 1733346222
112, 20.858903, 1733346222
129, 22.848615, 1733346222
132, 23.732737, 1733346222
142, 25.617098, 1733346222
15, 14.602721, 1733346252
21, 15.896692, 1733346252
37, 17.310283, 1733346252
49, 19.069958, 1733346252
112, 20.980477, 1733346252
129, 22.791865, 1733346252
132, 23.571563, 1733346252
142, 25.767359, 1733346252
15, 14.577946, 1733346282
21, 15.979714, 1733346282
37, 17.352965, 1733346282
49, 18.938610, 1733346282
112, 21.037785, 1733346282
129, 22.978522, 1733346282
132, 23.784395, 1733346282
142, 25.722564, 1733346282
15, 14.554083, 1733346312
21, 15.996115, 1733346312
37, 17.359869, 1733346312
49, 19.006989, 1733346312
112, 21.079737, 1733346312
129, 23.182902, 1733346312
132, 23.699643, 1733346312
142, 25.530600, 1733346312
15, 14.688344, 1733346342
21, 15.876937, 1733346342
37, 17.552006, 1733346342
49, 18.928780, 1733346342
112, 21.042401, 1733346342
129, 22.951169, 1733346342
132, 23.857524, 1733346342
142, 25.459375, 1733346342
15, 14.608878, 1733346372
21, 15.975976, 1733346372
37, 17.494979, 1733346372
49, 18.906648, 1733346372
112, 20.861038, 1733346372
129, 23.005788, 1733346372
132, 23.868862, 1733346372
142, 25.634617, 1733346372
15, 14.664660, 1733346402
21, 15.846092, 1733346402
37, 17.340898, 1733346402
49, 19.089743, 1733346402
112, 21.099345, 1733346402
129, 22.816463, 1733346402
132, 23.881317, 1733346402
142, 25.684148, 1733346402
15, 14.480812, 1733346432
